"AGID","lab_id","catalog_number","set_id","peptide_target","TCGA-2J-AAB4-01A","TCGA-2J-AAB8-01A","TCGA-2J-AAB9-01A","TCGA-2J-AABA-01A","TCGA-2J-AABF-01A","TCGA-2J-AABH-01A","TCGA-2J-AABK-01A","TCGA-2J-AABO-01A","TCGA-2J-AABR-01A","TCGA-2L-AAQA-01A","TCGA-2L-AAQI-01A","TCGA-2L-AAQJ-01A","TCGA-2L-AAQL-01A","TCGA-3A-A9I5-01A","TCGA-3A-A9IB-01A","TCGA-3A-A9IH-01A","TCGA-3A-A9IU-01A","TCGA-3A-A9IX-01A","TCGA-3A-A9IZ-01A","TCGA-3E-AAAZ-01A","TCGA-F2-6879-01A","TCGA-F2-A44G-01A","TCGA-F2-A8YN-01A","TCGA-FB-A4P5-01A","TCGA-FB-A4P6-01A","TCGA-FB-A545-01A","TCGA-FB-A5VM-01A","TCGA-FB-A78T-01A","TCGA-FB-AAPQ-01A","TCGA-FB-AAPZ-01A","TCGA-FB-AAQ1-01A","TCGA-FB-AAQ6-01A","TCGA-H6-A45N-01A","TCGA-HV-A5A6-01A","TCGA-HZ-7919-01A","TCGA-HZ-7925-01A","TCGA-HZ-8001-01A","TCGA-HZ-8002-01A","TCGA-HZ-8003-01A","TCGA-HZ-8005-01A","TCGA-HZ-8315-01A","TCGA-HZ-8519-01A","TCGA-HZ-A4BK-01A","TCGA-IB-7644-01A","TCGA-IB-7646-01A","TCGA-IB-7647-01A","TCGA-IB-7649-01A","TCGA-IB-7651-01A","TCGA-IB-7652-01A","TCGA-IB-7885-01A","TCGA-IB-7886-01A","TCGA-IB-7887-01A","TCGA-IB-7888-01A","TCGA-IB-7889-01A","TCGA-IB-7890-01A","TCGA-IB-7891-01A","TCGA-IB-7893-01A","TCGA-IB-8126-01A","TCGA-IB-8127-01A","TCGA-IB-A5SO-01A","TCGA-IB-A5SP-01A","TCGA-IB-A5SQ-01A","TCGA-IB-A5SS-01A","TCGA-IB-A5ST-01A","TCGA-IB-A6UF-01A","TCGA-IB-A7LX-01A","TCGA-IB-A7M4-01A","TCGA-IB-AAUM-01A","TCGA-IB-AAUN-01A","TCGA-IB-AAUO-01A","TCGA-IB-AAUP-01A","TCGA-IB-AAUS-01A","TCGA-IB-AAUU-01A","TCGA-LB-A7SX-01A","TCGA-LB-A8F3-01A","TCGA-LB-A9Q5-01A","TCGA-M8-A5N4-01A","TCGA-OE-A75W-01A","TCGA-PZ-A5RE-01A","TCGA-Q3-A5QY-01A","TCGA-Q3-AA2A-01A","TCGA-RB-A7B8-01A","TCGA-RB-AA9M-01A","TCGA-S4-A8RM-01A","TCGA-S4-A8RO-01A","TCGA-S4-A8RP-01A","TCGA-US-A776-01A","TCGA-US-A779-01A","TCGA-US-A77E-01A","TCGA-US-A77G-01A","TCGA-XD-AAUH-01A","TCGA-XD-AAUI-01A","TCGA-XD-AAUL-01A","TCGA-XN-A8T5-01A","TCGA-YB-A89D-01A","TCGA-YH-A8SY-01A","TCGA-YY-A8LH-01A","TCGA-Z5-AAPL-01A"
"AGID02215",2577,"ab195377","Set181","ALKBH5",0.0197086973484937,-0.181375215468487,-0.205598857389947,-0.474569287614459,-0.0104461016713048,-0.445463251672715,-0.0666569553699158,-0.897061629435683,-0.508720173585597,-0.894958084390405,-0.690685538904739,-0.110414773010264,-0.847221539750034,-0.0275275884145936,-0.586942954025998,-0.480336572502091,-1.27235281382139,-0.774850825652358,-0.786484056521125,-0.178590786631849,NA,0.3795468,-0.6310448,-0.07880805,-0.159014,-0.4483322,0.01223482,-0.1797057,-0.5834467,0.8257507,-0.5332394,-0.3420638,-0.9131946,-0.01081954,-0.4020834,-0.03491397,0.8015449,-0.6925962,-0.4607124,-1.20319,-0.3691631,0.2731766,-0.3189012,-0.1678501,-0.5910838,-0.6780397,-0.3427694,0.06386544,-0.3122107,-0.4728937,-0.5178998,-0.7936804,-0.82175,-0.09458775,-0.8677564,-0.3975398,-0.08863768,-0.5266149,-0.1833696,-0.7297847,-0.5886487,-0.08359283,-0.1776505,0.06381902,0.1424225,-0.2104573,-0.3265981,-0.192538,0.04670539,0.6155658,-0.2477906,-0.7769605,-0.1458141,-0.1460552,0.5374932,-0.36935,-0.3340821,0.04548769,-0.05119657,-0.7351553,-1.237703,-0.3320709,-0.4182918,-0.3552639,-0.5194001,0.03692878,-0.1035323,-0.6598135,-0.2011741,-0.3536187,0.003127645,-0.1045388,-0.7540871,-0.2290936,-0.04975011,-0.183189,-0.3649189,-0.5579875
"AGID00498",924,"CA1030","Old","ALPHACATENIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGID00287",1630,"ABC80","Set181","Ambra1_pS52",-0.161614359738862,-0.12839121989229,-0.167748029380225,-0.150305591041891,-0.11431931036661,-0.222967791383513,0.00484332981012629,-0.174138101715684,-0.314219181377661,0.296140659171643,0.242213782008015,0.0456578071374777,0.385487473207255,-0.104033610358604,0.253540869553152,0.11145534165784,-0.120877246594873,0.0903218431016761,-0.0459778230696874,-0.00541049731328995,NA,0.02852048,-0.1777507,0.04759389,0.1699307,0.0614786,0.05205613,0.2448401,0.1054489,0.1461119,0.02299851,-0.2976119,0.08892099,0.02161481,0.1639847,-0.1893222,0.4860517,-0.01785653,0.6552543,0.3032612,-0.01974284,-0.08268554,-0.1382797,0.1202286,0.07392921,-0.133406,-0.0904959,0.2604653,0.6653027,-0.08769614,-0.0345,0.2448082,0.1298886,0.2013678,0.04076581,0.3358631,0.6516241,-0.05991254,-0.06544785,0.1179039,0.07022051,0.04621524,-0.01845487,0.2099882,-0.008993432,0.1430152,0.05988456,0.2415743,0.0972047,0.01064416,0.141709,0.0800269,0.08658537,0.1002236,0.08308677,0.01398711,0.05530039,0.195202,-0.156115,0.1287422,0.05272293,-0.2308282,-0.00684901,0.3025671,0.1614631,0.2165132,0.3358585,0.07656458,0.08153928,0.2826487,-0.2942734,0.01024652,-0.04274871,0.2929894,0.1947499,0.06885991,0.1710368,0.02333661
"AGID00236",1351,"ab129081","Set181","AMPK-a2_pS345",-0.0380469678840627,0.0767704902140697,0.169817859202035,0.29281497151423,-0.101811931696535,-0.576383467101288,-0.241664417548044,0.274853018750065,0.287133999682513,0.201383060804616,0.126659944638311,0.0230036541809282,0.124202377997091,-0.00357815314791048,0.322125026948171,0.110669238798787,-0.026328732279205,0.186617215392558,0.563859486509449,-0.0908885727431788,NA,0.0320673,-0.1502394,-0.1774608,-0.20384,0.3098928,-0.1733464,0.05497242,-0.008722558,0.2409133,-0.3827355,0.135182,0.1100164,0.002827196,0.07395884,-0.1087842,-0.1340181,-0.1315814,0.1532617,0.1883294,-0.3338205,-0.1729772,0.3184003,0.1150613,0.1927641,-0.05330718,-0.06240697,-0.2052597,0.1054748,-0.262279,-0.07570438,0.3663479,-0.06290823,0.01970278,0.1325502,-0.0519291,-0.05127353,-0.1357303,-0.2518281,0.2619666,0.1789097,0.1002822,0.07022602,-0.004014111,-0.1604839,0.4541593,0.1516117,0.07869177,0.03568782,-0.1158189,0.1378062,0.1510552,0.04900581,-0.01221793,0.117122,0.1370403,-0.004251232,0.01648643,-0.08644638,-0.07963798,0.3934437,-0.6157536,-0.4669127,-0.07956804,0.07949993,-0.0005984145,0.3013574,0.3074491,0.1937401,0.2704461,-0.2258606,0.3583414,-0.09465501,-0.201772,0.1454994,0.03170598,0.2200912,0.09563744
"AGID00006",39,"2532","Old","AMPKALPHA",-0.11287,-0.038639,-0.087191,-0.23187,0.42232,-0.026727,0.088406,0.16656,0.18437,0.40862,0.0037555,-0.03152,-0.27881,-0.17275,-0.44537,0.038221,-0.58693,-0.28645,-0.33312,0.35849,0.12617,0.1909,-0.25884,0.042057,-0.15203,-0.48343,0.16257,0.32793,0.20402,0.26585,0.12749,0.30212,-0.27727,-0.0032976,0.32637,-0.0052816,0.047796,-0.22083,-0.37923,-0.67057,-0.035094,-0.10796,-0.1738,0.14339,-0.59125,-0.38007,-0.34279,-0.0085083,-0.30044,-0.11794,0.1707,-0.71498,-0.24071,-0.24039,-0.19508,-0.17808,-0.35765,0.27872,-0.074239,-0.44424,0.093476,-0.29916,-0.33124,-0.17554,0.0012509,-0.50338,-0.26051,-0.060934,-0.27125,-0.19284,-0.041511,-0.025072,0.20768,-0.19563,-0.11348,-0.11144,-0.25962,0.12526,-0.14938,-0.27929,-0.39167,-0.22631,-0.22972,0.3507,0.047035,0.064683,-0.18528,0.052629,0.060758,-0.18145,0.12598,0.31692,-0.32211,-0.26949,0.049036,-0.34134,0.044292,-0.11246
"AGID00007",40,"2535","Old","AMPKALPHA_pT172",0.8424,0.52208,0.42777,0.31056,0.10361,0.023184,0.71018,0.50447,0.62028,1.5047,0.44426,0.42135,0.28266,0.73542,0.37669,0.28403,0.25058,0.63981,0.061366,1.573,-0.29139,-0.75936,-0.26736,0.81302,0.52265,-0.10978,1.2343,1.1162,0.92117,-0.30472,1.0499,0.63341,0.30707,0.78386,1.2364,0.86324,0.050812,0.63066,0.4736,-0.19682,0.89893,0.45362,0.90068,-1.4776,-0.69809,0.28563,0.052243,0.93743,0.64329,-0.3989,1.333,-0.56405,0.81202,0.63209,0.41652,0.5284,0.48852,0.19715,0.607,0.63757,0.91682,0.31059,0.12104,0.33494,0.75427,0.15195,0.71421,0.27378,0.45469,0.76141,-0.031614,0.73637,1.3982,0.48026,0.83283,0.51072,0.19431,-1.7182,0.37317,-0.098554,-0.1311,0.44946,-0.56065,1.6853,1.0596,0.67603,1.3047,0.83897,1.4228,0.3455,0.7886,1.1582,0.29729,0.44562,0.98919,-0.0029458,0.4745,-0.15312
"AGID00193",1208,"610066","Old","ANNEXIN1",0.96375,1.1765,0.53017,0.58307,0.72657,0.91077,0.2472,0.84467,0.88827,-0.14664,0.38814,1.4104,0.37813,0.45375,0.68048,1.1237,0.76469,0.59978,0.70923,0.65869,1.3646,-0.013312,1.139,0.60199,0.65777,0.81777,1.6378,0.24317,0.018156,1.1604,0.70184,0.36327,0.50254,0.8844,0.68659,1.1039,1.1622,0.60164,-0.015462,0.50584,0.38575,-0.17684,0.11646,0.59167,1.8544,0.06516,0.67995,0.10728,1.0973,1.4873,0.71009,1.2483,0.48802,0.6859,0.85121,0.38326,0.78436,1.0554,0.50791,0.82729,0.60037,1.6641,1.3264,0.65974,0.55727,1.0852,0.74725,0.39071,0.82046,0.24106,0.97562,0.3436,0.654,0.22671,0.1336,1.1102,1.2766,1.0109,1.0795,0.43486,0.52789,1.1661,0.12284,0.013126,0.49648,0.97495,-0.51788,0.74902,0.97925,-0.39554,0.95725,1.0442,0.70162,0.80923,0.83887,1.1949,0.15894,-0.040825
"AGID00166",1142,"610668","Old","ANNEXINVII",0.24568,0.23043,0.40029,0.18752,0.42923,0.37767,0.25801,0.20352,0.37015,0.22331,0.20723,0.23154,0.23622,0.33698,0.11666,0.27485,0.057797,0.15726,0.35791,0.25744,0.37252,0.067596,0.32983,0.082117,0.069822,-0.092424,-0.071314,0.2752,0.2437,0.14498,0.16415,0.15249,0.16033,0.086532,0.10532,0.28819,0.40023,0.30165,0.32859,0.1147,0.050039,-0.058521,0.16536,0.25416,0.15873,0.035627,0.20673,0.24095,0.31362,0.41758,0.31463,0.13836,0.24543,0.16121,0.095317,0.34077,0.059951,0.2499,0.087764,0.1541,0.35392,0.11505,0.17782,0.27615,0.24167,0.14016,0.28045,0.26787,-0.094416,0.25103,0.22733,0.082455,0.32552,0.18397,0.24393,0.34176,0.16918,0.53885,0.17114,0.18067,0.086965,0.28531,0.10364,0.22556,0.39527,0.28435,0.069267,0.16461,0.3716,-0.020523,0.2361,0.31442,0.075405,0.28088,0.29029,0.33401,0.17197,0.22165
"AGID00371",756,"1852-1/ab52615","Old","AR",-1.4012,-1.4575,-1.2676,-1.1869,-1.153,-1.9107,-1.5576,-1.103,-1.0053,-0.59998,-0.57276,-0.36484,-0.31564,-0.22935,-0.031474,-0.51648,-0.92575,0.62816,-0.4019,-0.3449,-0.47036,-0.43103,-0.56142,-0.58998,-0.70838,-0.549,-0.75612,-0.63009,-1.159,-1.6099,-1.5582,-1.8189,0.0055209,-0.51607,-0.49504,-0.42291,-0.57148,-0.47064,-0.43983,-0.62558,-0.73267,-0.40453,-0.10016,-0.29099,-0.38013,-0.7163,-0.53867,-0.88732,-0.49069,0.089701,-0.39806,-0.32442,-0.46664,-0.36104,-0.6074,-0.57875,-0.77297,-0.45571,-0.49285,-0.58274,-0.48118,-0.51323,-0.33383,-0.58801,-0.63018,-0.24858,-0.82201,-0.166,-0.73287,-0.86203,-0.31288,-0.73701,-0.51896,-0.93053,-0.58454,-0.60496,-0.74883,-0.72513,-0.74621,-0.20652,-0.60248,-0.60456,-0.63727,-0.64681,-0.18968,-0.57228,-0.80686,-0.29929,-0.309,0.048828,-1.6575,-1.354,-0.4018,-0.80509,-0.75537,-0.62355,-0.82003,-1.9542
"AGID00194",1217,"4432","Old","ARAF",-0.073294,0.39021,0.19162,-0.22429,0.45657,0.36524,0.10622,0.05403,0.51403,0.28237,0.1691,0.078395,0.090776,-0.013398,-0.17098,-0.0080381,0.019919,0.2085,-0.17331,0.56411,0.1757,0.4,0.14239,0.22632,0.2406,-0.030431,0.26632,0.39257,0.32391,0.044779,-0.13434,0.30707,0.037115,0.32705,-0.12001,0.51992,-0.04573,0.15774,0.52696,-0.25818,-0.040214,0.11854,0.30949,0.36182,0.31288,-0.28691,0.24071,0.15147,0.10564,0.23153,0.20637,-0.18336,0.13662,-0.1694,0.033179,0.22374,-0.051049,0.55144,0.15908,0.24749,0.16158,0.12131,0.17732,0.18288,0.23111,-0.3424,0.079017,0.1252,0.081353,0.24228,-0.059425,-0.014317,0.30758,0.00059631,0.23591,0.32827,0.10307,0.26587,0.30128,-0.12231,-0.20394,0.2827,-0.15004,0.32237,0.1421,0.14981,0.013549,-0.013281,0.11153,0.13618,0.047478,-0.070782,0.12763,0.25893,0.11758,0.16205,0.12713,0.21116
"AGID02191",2507,"PA5-39728","Old","ARAF_pS299",-0.10403,0.073772,-0.018264,-0.050858,0.020192,-0.21603,-0.16732,-0.050357,-0.02402,0.93262,0.49967,0.11521,0.27497,0.15566,0.37051,0.67422,0.22511,0.38653,0.45313,0.42155,0.68845,0.20768,0.67598,0.22273,0.57114,0.4293,0.26599,0.049136,-0.14046,0.13784,-0.0013677,0.016044,0.35474,0.22222,0.61065,0.4487,0.086888,0.13054,0.44366,0.46943,0.49355,0.26417,0.25878,0.32812,0.74128,0.32148,0.56817,0.35233,0.37624,0.54414,0.48913,0.54412,0.21033,0.25805,0.37955,0.31667,0.26721,0.63713,0.58643,0.75572,0.45889,0.6473,0.48207,0.46302,0.31748,0.41573,0.17771,0.45738,0.74717,0.16449,0.4512,0.19954,0.41758,0.30291,0.18648,0.55089,0.47296,0.54336,0.64335,0.20224,0.1685,0.09411,0.29548,0.31317,0.27884,0.29679,0.34732,0.38469,0.18361,0.50274,0.11345,-0.018064,0.3924,0.46469,0.42326,0.40251,0.43477,0.069059
"AGID00260",1053,"sc-32761","Old","ARID1A",0.077264,0.11013,0.0084449,-0.057956,-0.060238,-0.11207,0.07127,0.061444,-0.57502,-0.13381,-0.03399,-0.27471,-0.021784,0.045207,-0.14442,0.025035,-0.087054,0.03713,-0.18716,0.0018601,0.20536,-0.39448,0.017403,0.11779,0.076958,0.098633,0.25253,0.019778,0.043906,0.083004,0.077213,-0.033167,0.061583,0.13893,0.11365,-0.25083,-0.93657,0.11998,0.0051353,-0.082763,0.02131,-0.019301,-0.094361,-0.28657,-0.18886,0.046176,0.05462,0.026063,-0.0070158,-0.37088,0.15193,-0.25325,0.049856,-0.011036,0.079348,0.11967,-0.035098,-0.48493,0.12359,-0.041439,0.15954,0.0012452,0.059193,-0.25796,0.091291,-0.12672,0.069578,0.028278,0.0020938,0.31347,0.046957,-0.0070184,0.15363,0.19709,0.15724,-0.023354,-0.28812,0.023542,-0.048886,-0.068822,-0.19581,-0.17732,-0.0021163,-0.0047854,0.098775,0.041699,0.13509,-0.08972,-0.011275,-0.44883,0.052196,-0.1433,-0.026758,0.058522,0.059386,-0.2648,-0.036219,-0.053927
"AGID00264",1560,"HPA029318","Old","ASNS",-0.15366,-0.96009,-0.1049,-0.33423,0.1544,-0.86334,-0.10087,-0.17195,0.025256,-0.77885,-0.52059,-0.70339,-0.78095,-0.33778,-0.39678,-0.41585,-0.32269,-0.76456,-0.47577,-1.2384,-0.19995,0.50588,-0.42071,-0.32855,-0.76191,-0.33158,-0.35727,0.72938,-0.3139,0.61663,-0.033198,0.16257,-0.43888,-0.38942,-0.65336,-0.63207,0.014518,-0.39455,1.9106,0.13182,-0.33501,0.47314,1.3817,-0.26453,-0.057894,0.21859,-0.15464,0.83334,-0.60515,0.1012,-0.52839,-0.15972,0.079318,-0.21194,-0.39179,0.52442,-0.25706,0.12898,-0.3012,-0.48448,-0.45847,-0.56693,-0.29155,-0.19425,0.33851,-0.23227,0.019884,0.052912,-0.24098,-0.54848,-0.34248,-0.39621,-0.70007,-0.44147,-0.38392,-0.51948,-0.15054,-0.63047,0.0019072,-0.15729,-0.29448,-0.20281,-0.41083,-0.63765,-0.48735,-0.43081,0.25027,-0.65818,-0.56184,2.5084,-0.61555,0.3914,-0.44415,0.017507,-0.87458,0.074146,-0.41954,0.63606
"AGID00276",1612,"3415","Set181","Atg3",0.30668342694403,-0.296044706843295,0.0819663518257091,-0.00585690504825556,0.307994402814443,1.03814356778271,0.0836608641254082,0.238163544042703,0.34841821442362,-0.257026298240863,-0.0933681737267512,0.0895720395281775,-0.0815401523055534,0.398127679940795,0.144683984106502,-0.0290265651886299,0.681378101993454,-0.0192415960865202,-0.162163245687615,-0.0779983017405001,NA,0.4387181,-0.00263346,0.02022572,0.07884409,-0.1513637,0.2973109,0.03627646,0.3043806,0.01409788,0.1932128,0.3031493,0.1267599,-0.08900026,-0.08074941,-0.1627317,0.5384992,0.55187,-0.1327924,0.1833332,0.02091371,-0.06682185,-0.217928,0.7016938,0.3282751,0.2770741,0.4292731,0.3641363,0.2998244,0.7907985,0.1585111,0.6900906,0.2793987,0.3356631,0.6904818,-0.008015209,-0.2143993,0.2481668,0.02483322,0.08991899,0.1151828,0.01844502,0.1592861,-0.03491351,-0.1365115,0.002885533,-0.04951838,-0.03861026,-0.1015743,0.08250241,-0.2752933,0.004674991,-0.1213556,-0.07378274,-0.09283219,-0.04736717,0.008733054,-0.3327747,-0.1579473,0.3647731,0.8152223,0.3790421,0.8806352,-0.2267715,-0.1021028,0.03975298,-0.1737595,-0.1765626,0.006030376,-0.2304441,0.06800134,0.3481866,0.08545701,-0.06366383,-0.04828671,0.1790967,-0.2256696,0.4389573
"AGID00309",1775,"13507","Set181","Atg4B",0.398067445789887,0.35561080179398,0.297428431178653,1.1638312142113,0.435724316081919,0.407763581085419,0.833079712952851,0.475659310736631,0.380975901258156,0.0374963025430978,0.992757296156882,1.16228487373387,0.897501525956618,0.513690224839602,0.874340707762169,0.270420158220467,0.897196491609114,0.814441449340457,1.21189831052446,0.249287270840447,NA,0.05884939,0.004118158,-0.3308327,-0.002416004,0.9346427,0.05407218,0.07496632,1.146389,0.8223237,0.2486639,-0.08664914,0.6357131,0.08727506,-0.02093464,0.9090084,0.3791795,1.938985,0.1200524,0.9252753,0.3656185,-0.3003104,0.09553722,0.1965166,0.1225232,2.180131,0.7988966,-0.08675115,1.433675,0.4176864,0.4370504,2.267346,0.8048696,0.7567911,1.296744,0.1017313,-0.09499032,0.1346509,0.0025207,1.155892,0.2671098,0.1912984,0.4633507,0.7928747,-0.1278736,1.123896,0.1352909,0.4327378,0.01760556,0.4391929,0.8893185,1.052589,0.01518551,0.268827,0.3337929,0.2575327,0.718116,0.1709758,0.05415183,1.209575,0.5964447,0.7914445,0.7514984,0.03862428,0.115287,0.3485099,0.1622372,1.368782,0.8138017,0.1761099,0.2960908,1.315082,0.7742113,0.436586,0.8469242,0.6764003,0.04391795,0.4761581
"AGID00310",1776,"12994","Set181","Atg5",0.344965725068553,0.35068233247498,0.339463175608822,-0.386379432881351,0.369972466428276,0.188129997434143,0.101671416894959,-0.172735060536507,-0.999880108587468,-0.155306433545416,0.112354081454542,0.615025198593067,-0.514654735538461,0.2051807985714,-0.0112834417408209,-0.177558208840979,-0.344923196162535,-0.446960298381748,-0.919630687694582,0.346016994582021,NA,-0.1637059,-0.186473,-0.1990339,0.1115328,-0.4513028,0.2716812,0.01699779,0.5392161,0.1975589,-0.4690271,0.3120253,-0.311839,0.54761,0.04756852,0.3990285,-0.1893752,-0.3059602,-0.1276002,-0.5631953,-0.116567,-0.005933632,0.03946925,0.3129119,0.02956948,0.1732862,0.5253244,0.7444939,0.922005,0.47202,0.6450852,-0.3645428,0.4908832,0.4827904,0.2885132,0.1790133,0.3208415,0.5225103,0.1072352,0.04648905,-0.0324245,0.1790854,0.2642564,0.8450264,0.2056327,-0.6403511,0.450304,-0.06266588,-0.1493269,0.5540384,-0.1420008,-0.3911319,0.2928934,0.1507814,0.28963,-0.1058076,0.2450061,0.2053451,0.04301226,-0.3367711,-0.4077559,0.3187708,-0.1493269,0.2892907,-0.1318324,-0.07814521,0.07487406,-0.294281,0.3190072,-0.4682222,0.7029836,0.5319115,0.08493808,0.1579053,-0.02619857,0.2973894,-0.4330738,0.3365335
"AGID00277",1613,"8558","Set181","Atg7",0.278694060332405,-0.0771154749872626,0.638005215908075,-0.167064421734823,-0.249615774681884,0.114198020155593,0.0880261449868712,-0.160897141708448,-0.472901324702249,-0.0230406438508493,-0.0239701839892734,0.0919898455678026,-0.0754736270640036,0.21950930560089,0.00674378198103303,0.303402916361942,-0.0538983197219158,0.0219286114016481,-0.11110247408808,-0.0635899503820076,NA,-1.040831,0.008909173,0.1551983,0.411157,-0.1031596,0.4458674,0.3493117,0.2260833,-0.1094493,0.696555,-0.08479648,0.2514276,0.2847558,0.193099,0.03457176,-0.2215625,0.1344588,0.2546984,0.05054928,0.206813,0.05167942,0.108899,-0.1529821,-0.4037198,0.3409016,0.8955723,0.6812374,0.8701797,0.2357123,0.5924739,0.03622226,0.3066305,0.5505386,0.350286,0.4565433,0.3740875,-0.3959046,0.1725876,-0.09130357,0.1930924,0.1259881,0.3655703,-0.1364819,0.1964796,-0.2833354,0.04633011,0.01306688,0.1477732,0.06734272,-0.145952,-0.04544403,0.2450523,-0.2857455,-0.1259863,0.4388485,0.00886067,0.3311883,-0.1083747,-0.07729378,0.1475781,0.2649791,-0.5088194,0.1542466,-0.03541372,0.2665432,-0.3010246,-0.2209557,0.1390574,-0.3853738,0.7786835,0.6895529,0.1845317,-0.07717662,0.03206993,-0.09767082,-0.2478058,-0.294963
"AGID00242",1363,"2873","Old","ATM",-0.65196,-0.46565,-0.73616,-0.87472,-0.97917,0.093707,-0.67361,-0.26626,0.61031,-0.060132,-0.36669,-1.4387,-0.6523,-0.56528,-0.37683,-0.10627,0.5138,0.1833,-0.94271,-0.42224,-0.25661,-1.9469,-0.67259,0.81677,0.31688,-1.0461,0.29364,0.40331,-0.58317,-0.70887,0.4308,-0.96415,0.24606,0.066949,-0.36649,-0.47616,-0.65796,-0.14968,0.55394,-0.40075,0.34147,0.63228,0.18595,-1.4889,-1.2975,0.0066645,0.078812,0.48957,0.36946,-1.0554,0.32762,-0.70813,0.22509,-0.061308,0.39862,0.52543,-0.34445,-1.3317,0.85764,-0.27658,-0.43558,-1.424,0.65077,-0.7911,0.28572,-2.4445,-0.2943,0.74897,0.24987,2.2058,-0.082767,0.13192,-0.081911,0.33666,0.35137,-0.33123,-0.85991,-1.5738,-0.3354,-0.1569,0.073364,-0.8022,-0.023849,-0.01398,0.45731,0.023381,-1.9267,-0.51826,-0.26907,0.44192,-0.3038,-0.78287,-0.83868,-0.39363,-0.44565,-1.2613,-0.59413,-0.30699
"AGID02142",2447,"13050","Set181","ATM_pS1981",0.0155704185643618,0.0260474339034711,0.690333068046936,1.23830753663114,0.325316709702203,0.49941068238224,0.329349982782049,3.19056589647743,4.52275214865023,0.305823546558503,0.574914743057304,0.814338895275268,0.300399810160791,-0.0294075862564156,1.10403436564989,0.0184345865199764,0.927381152839088,1.32511207361602,1.31250205351098,-0.294743860256637,NA,0.3293961,0.9969846,0.7114945,-0.03910774,1.036249,0.1349167,0.3894288,0.5221381,1.449615,0.9857774,1.870943,0.7788785,1.485936,0.8082782,0.02254153,1.594411,0.440375,1.256978,1.736437,0.1309996,-0.6228007,0.07306471,0.8484214,1.28011,0.7263641,0.5366123,0.8154625,1.272693,0.9515427,0.9176674,1.042983,1.435522,0.5519101,1.740772,0.3726359,2.028559,0.6203803,0.127281,0.6769818,0.02529376,0.2316079,0.6264175,0.9521034,0.05666051,1.584096,1.797536,0.5206074,0.2962745,0.3141224,0.3353532,0.8769085,0.3254442,0.5362994,0.6435464,0.1412328,0.7879292,0.4569941,2.288157,0.6340895,1.619316,0.4010758,-0.1540149,-0.3555174,0.3908318,1.64246,9.249655,0.3244243,1.281271,0.195007,0.7113092,0.4261551,0.3427238,-0.116002,3.521417,0.6557974,0.9301742,2.311428
"AGID00217",1289,"ab14748","Set181","ATP5A",2.44265869452996,1.10238572818583,0.937208407166592,1.1351529398481,0.244652525183136,2.13710701327551,1.38945532751606,0.620380650028994,1.12682333938038,-0.272461814908343,0.0572414962957076,-0.137841420038469,0.135615128080056,0.449151970077348,0.253845855990407,-0.0409380365483964,0.605041745797883,0.548445421050255,0.0120432755852853,0.125309061915425,NA,-0.4452324,1.104277,0.7695349,0.4623829,0.2177456,0.2267163,-0.008213677,0.821076,0.229106,2.714441,1.116025,0.2002511,0.01559896,0.3716165,0.3021784,0.2118533,1.969731,1.598459,-0.1649133,1.688256,2.499128,0.747863,-1.585589,-0.882622,-0.2292608,0.4605867,0.2495967,-0.1577228,-0.01377218,1.05696,-0.259273,-0.1965627,-0.1856049,-0.07340388,0.6775329,-0.8010152,0.9768112,1.583167,0.1901287,0.8867853,0.2018185,0.06816751,-0.3236191,0.2586228,0.6110178,0.205924,0.5262327,-0.1389016,0.2735205,-0.07790271,0.3127151,-0.04850011,0.2943918,0.5129647,0.4330226,0.03588928,0.3919575,0.05352211,0.2178462,0.5693326,0.3434157,1.87891,0.2297262,-0.1544744,-0.115545,0.09551428,0.4968141,0.1430661,-0.3368733,0.5787804,-0.2388094,1.430266,0.5276477,0.03646009,-0.4059047,0.5645647,-1.637061
